P.Uniprot,P.Symbol,Description,Count,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,CTL9,CTL10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,AD.pval,PD.pval,CT.mean,AD.mean,PD.mean
A4D126,ISPD,Isoprenoid synthase domain-containing protein OS=Homo sapiens ISPD PE=1 SV=2,10,0.932467532,0.95995671,1.061728395,1.038580247,0.980707395,0.937834941,1.033011195,0.85388958,0.82464455,1.246445498,0.955411255,1.063419913,1.057098765,1.050925926,0.869239014,1.017148982,0.903454215,1.043153765,0.601895735,1.146919431,0.996320346,0.972294372,0.834876543,0.99691358,0.846730975,1.027867095,0.999712946,1.025356425,1.180094787,0.843601896,0.796816147,0.776845151,0.986926604,0.9708667,0.972376897
P53990-5,IST1,Isoform 5 of IST1 homolog OS=Homo sapiens IST1,10,0.954724697,0.999707901,0.956989247,0.976796831,0.876006904,1.003164557,0.932621159,0.956534522,0.994591517,1.03216624,0.968307288,0.954286549,0.997170345,1.072439162,1.051783659,0.949654776,0.96368893,1.148919488,1.175064048,1.26558497,0.899079889,1.082956039,0.985285795,0.986417657,0.937859609,1.041714614,0.965649042,0.98613221,1.009393681,0.954170225,0.032850976,0.451935428,0.968330358,1.054689922,0.984865876
Q9NPH2,ISYNA1,Inositol-3-phosphate synthase 1 OS=Homo sapiens ISYNA1 PE=1 SV=1,10,0.647212772,0.791939283,0.909250329,0.910127137,0.828844483,0.630755864,0.682122449,1.207183673,0.855774985,0.716935966,1.023554043,0.920963099,1.375712407,1.333625603,1.118158123,0.964378801,1.102367347,1.043265306,1.011370437,1.145421903,1.044229259,0.794294687,0.827707146,0.944322665,1.109470026,0.531711555,1.136653061,0.899918367,0.925194494,0.827049671,0.000872334,0.282951714,0.818014694,1.103881707,0.904055093
Q96J02,ITCH,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens ITCH PE=1 SV=2,10,0.962488129,1.223884141,1.233492172,1.067392784,1.126801153,1.067243036,1.177081355,0.916872428,0.923668314,1.078528281,1.037986705,1.078822412,0.716133424,0.955752212,0.938520653,1.157540826,0.943463121,1.082241216,1.208127403,0.783086216,1.018993352,0.919753086,0.925799864,0.94758339,0.74351585,1.037463977,0.930547642,1.003735359,0.918176826,1.022515102,0.170803795,0.010128134,1.077745179,0.990167419,0.946808445
Q8TB96,ITFG1,T-cell immunomodulatory protein OS=Homo sapiens ITFG1 PE=1 SV=1,10,1.062913244,0.923862953,1.109213483,1.05258427,1.055721989,1.047333733,0.931130022,1.009895112,1.059163059,0.936507937,0.810258465,1.033059507,1.01752809,0.974382022,0.671060515,1.035350509,0.968533544,1.078369286,0.919191919,0.881673882,1.017431376,0.86736125,0.993258427,1.019325843,0.997004194,1.108448173,1.005145458,1.047496537,1.137085137,0.932178932,0.087990463,0.845257049,1.01883258,0.938940774,1.012473533
Q9H0X4,ITFG3,Protein ITFG3 OS=Homo sapiens ITFG3 PE=1 SV=1,9,1.18689253,1.217995001,0.887940235,1.054429029,0.942973523,0.869653768,0.99689441,1.024068323,0.709090909,,1.000277701,1.173562899,1.218783351,0.994663821,1.089613035,1.224032587,1.113742236,1.313276398,1.127272727,0.327272727,1.067481255,1.018050542,0.768409819,1.028815368,0.957230143,1.130346232,1.008928571,0.950698758,0.781818182,1.218181818,0.510253335,0.940056741,0.987770859,1.058249748,0.992996069
P56199,ITGA1,Integrin alpha-1 OS=Homo sapiens ITGA1 PE=1 SV=2,10,0.784280367,0.925144607,1.017047282,0.937922161,1.135629709,0.984391819,0.854993268,1.126791795,1.02913356,0.866439652,1.021095611,0.811160259,1.140559665,1.015760695,0.849300323,1.15285253,1.120456165,0.831868219,0.920166477,1.160045403,1.000680504,0.906771011,1.004824702,0.984882599,1.332615716,0.932185145,1.039993664,0.857844302,0.8066591,0.866439652,0.536510146,0.905393583,0.966177422,1.002326535,0.973289639
P17301,ITGA2,Integrin alpha-2 OS=Homo sapiens ITGA2 PE=1 SV=1,10,0.716643468,1.512427918,0.755771567,0.580801944,0.887550201,1.381526104,1.066552901,0.989192264,0.776470588,1.044705882,1.299264267,0.915490157,0.602673147,0.636695018,1.658634538,1.251004016,0.852104664,1.164960182,2.235294118,0.527058824,0.536090674,1.011731955,0.809234508,1.015795869,0.889558233,0.855421687,0.885096701,0.883959044,0.748235294,0.978823529,0.466746233,0.303885112,0.971164284,1.114317893,0.861394749
E7ESP4,ITGA2,Integrin alpha-2 OS=Homo sapiens ITGA2 PE=1 SV=1,9,0.716643468,1.512427918,0.860589812,0.691689008,0.987564009,1.332845647,1.92248062,0.558139535,0.698795181,0.385542169,1.299264267,0.915490157,0.297587131,0.627345845,1.606437454,1.236283833,1.080103359,1.839793282,1.518072289,,0.536090674,1.011731955,0.560321716,0.81769437,1.00658376,0.933430871,0.682170543,0.790697674,,0.939759036,0.40187089,0.366833473,0.966671737,1.157819735,0.808720066
P26006-1,ITGA3,Isoform 2 of Integrin alpha-3 OS=Homo sapiens ITGA3,10,0.545454545,0.762626263,0.600790514,0.901185771,0.536,0.752,0.851083663,0.981123281,0.862006079,1.140425532,1.476010101,1.215909091,0.940711462,1.035573123,1.312,1.368,1.029130739,0.981123281,0.705167173,0.350151976,0.909090909,0.623737374,0.719367589,0.56916996,1.056,0.72,0.910743416,0.807737124,1.099088146,1.185410334,0.057609038,0.468591879,0.793269565,1.041377695,0.860034485
P23229-6,ITGA6,Isoform Alpha-6X1X2A of Integrin alpha-6 OS=Homo sapiens ITGA6,10,0.789874712,0.790999744,0.919240578,0.849532445,0.971796141,0.765957447,0.880689937,0.884670341,0.842921784,0.977375566,1.600204551,1.302991562,1.006517427,0.881836214,1.173676398,0.929242949,0.875382731,0.991835068,1.292824822,1.186813187,0.855433393,0.674405523,0.854066308,0.74865401,1.121227115,0.834240475,0.912737293,0.712288222,1.045895281,0.782159017,0.00365587,0.796989999,0.867305869,1.124132491,0.854110664
P23229,ITGA6,Integrin alpha-6 OS=Homo sapiens ITGA6 PE=1 SV=5,10,0.927357032,0.819680577,0.951402608,0.847096009,0.971796141,0.765957447,0.878248517,0.929723406,0.824454148,0.972925764,1.323029366,1.33436373,0.97905966,0.893717898,1.173676398,0.929242949,0.855853597,0.937076962,1.201746725,1.332751092,1.092220505,0.835651726,0.882655077,0.738048202,1.121227115,0.834240475,0.979025654,0.754073703,1.023580786,0.691703057,0.005761875,0.90571681,0.888864165,1.096051838,0.89524263
Q13683-7,ITGA7,Isoform Alpha-7X2B of Integrin alpha-7 OS=Homo sapiens ITGA7,10,0.73447778,0.983154179,0.843076923,0.572307692,1.012389381,0.962831858,0.799275034,0.77344812,1.095179234,0.860321384,1.363067544,1.038986042,0.849230769,0.947692308,1.978761062,1.369911504,1.048935206,0.922066153,1.295426452,1.268232386,0.739932617,0.790630515,0.695384615,0.818461538,1.189380531,1.12920354,0.782963299,0.778885365,0.976514215,0.899876391,0.007993513,0.821606383,0.863646158,1.208230943,0.880123263
Q13683-3,ITGA7,Isoform Alpha-7X1B of Integrin alpha-7 OS=Homo sapiens ITGA7,10,0.702448211,0.95433145,0.850230415,0.929723502,1.292929293,1.242424242,0.8,0.786885246,1.080188679,1.018867925,1.290018832,1.003295669,1.142857143,0.820276498,1.646464646,1.04040404,1.036065574,0.956284153,1.127358491,1.358490566,0.728813559,0.81873823,0.973502304,1.132488479,1.141414141,1.595959596,0.80273224,0.818032787,1.169811321,0.995283019,0.085491462,0.618026274,0.965802896,1.142151561,1.017677568
P11215-2,ITGAM,Isoform 2 of Integrin alpha-M OS=Homo sapiens ITGAM,10,0.788844622,0.900398406,0.894067797,0.944915254,0.967611336,0.753036437,0.790789996,0.992457324,0.904761905,1.321428571,1.149181054,0.980965029,1.245762712,1.271186441,1.12145749,1.036437247,0.996427154,0.958316792,1.327380952,1.214285714,0.927844179,0.864099159,1.004237288,0.796610169,1.234817814,0.979757085,0.90115125,1.040889242,0.708333333,1.029761905,0.006136572,0.742230145,0.925831165,1.130140058,0.948750142
P06756,ITGAV,Integrin alpha-V OS=Homo sapiens ITGAV PE=1 SV=2,10,0.874950284,0.940832417,1.082193056,1.04402867,1.063002681,0.919347632,0.853007625,1.082603784,0.975570296,0.955185245,1.137542989,1.080270454,1.043470167,0.971423252,1.100089366,1.051385165,1.147133578,0.960086605,1.078466268,1.372593431,0.903820509,0.981166507,1.010704645,1.006236619,1.061215371,0.879579982,0.97298315,0.857431987,0.887558647,0.961009545,0.020536363,0.441847755,0.979072169,1.094246127,0.952170696
H3BN02,ITGAX,Integrin alpha-X OS=Homo sapiens ITGAX PE=1 SV=1,7,0.694029851,0.899253731,0.839390387,0.881594373,,0.43902439,0.835643564,0.471287129,,,1.402985075,1.332089552,0.773739742,1.010550996,1.12195122,1.390243902,0.8,1.441584158,,,0.697761194,0.835820896,0.869871043,0.839390387,,0.682926829,0.510891089,0.661386139,,,0.003858628,0.952102523,0.722889061,1.159143081,0.728292511
P05556,ITGB1,Integrin beta-1 OS=Homo sapiens ITGB1 PE=1 SV=2,10,0.698756118,1.001964024,0.85436504,0.815475594,1.037175154,0.914811793,0.911490018,0.916416759,0.876210416,0.875686993,1.295195935,1.000467625,1.084293876,0.813070061,1.4842093,1.279104999,1.05535087,1.039285408,1.1986391,1.04920178,0.830376906,0.818343361,0.722862584,0.853362734,1.096608787,0.911315697,0.833090566,0.714248993,0.840094216,0.693535724,0.002052972,0.229795153,0.890235191,1.129881895,0.831383957
P05107,ITGB2,Integrin beta-2 OS=Homo sapiens ITGB2 PE=1 SV=2,8,,,0.771736917,0.711056811,0.974025974,1.012987013,0.768633031,0.837474007,0.863351992,1.066842279,,,1.004683364,0.903685604,1.36525974,1.271103896,1.005691146,1.290905111,1.247942048,0.820546592,,,0.763184687,0.85888821,0.819805195,1.142857143,0.731531137,0.949217467,0.883108331,0.732301613,0.014436698,0.817586214,0.875763503,1.113727188,0.860111723
D3DSM0,ITGB2,Integrin beta-2 OS=Homo sapiens ITGB2 PE=1 SV=1,10,0.727402237,0.774556592,0.779535247,0.707674282,0.960612691,1.019693654,0.776009651,0.847819843,0.867115738,1.088181261,1.155637866,1.13298668,1.003710213,0.919351689,1.32020423,1.224653538,1.004883093,1.306026311,1.256582976,0.85854256,0.939525607,0.680247881,0.780316344,0.859207186,0.789934354,1.105032823,0.733383122,0.946745562,0.889161053,0.720146969,0.000840653,0.858017923,0.85486012,1.118257916,0.84437009
P16144,ITGB4,Integrin beta-4 OS=Homo sapiens ITGB4 PE=1 SV=5,10,0.806227807,0.887735591,0.95117281,0.963140258,1.018006431,0.809646302,0.804760051,0.869376633,0.776234568,1.067901235,1.46987162,1.342365474,1.120153183,0.836285304,1.383279743,1.116398714,0.854140021,0.934326864,1.195216049,0.81712963,0.920295001,0.827314941,0.923408329,0.743896601,0.8585209,0.920257235,0.920536062,0.780292498,0.824845679,0.793209877,0.019612801,0.26346509,0.895420169,1.10691666,0.851257712
P18084,ITGB5,Integrin beta-5 OS=Homo sapiens ITGB5 PE=1 SV=1,10,0.67247073,0.862203542,0.961038961,1.393939394,0.863198459,1.032755299,0.802158273,1.069244604,0.8,0.927536232,1.313719604,1.283098169,1.350649351,1.108225108,0.998073218,1.229287091,1.144784173,1.068345324,1.020289855,0.695652174,0.842389673,0.730711498,1.090909091,0.649350649,0.89017341,0.882466281,0.92176259,0.866906475,0.950724638,0.788405797,0.051603136,0.308801027,0.938454549,1.121212406,0.86138001
P26012,ITGB8,Integrin beta-8 OS=Homo sapiens ITGB8 PE=1 SV=1,10,0.933327274,0.894968868,1.077905159,0.998436686,0.96642149,0.865685961,0.845936681,1.129058278,0.990084643,0.956711004,1.165204745,1.068308867,1.005211047,1.03517457,1.101055325,1.024304445,1.035793507,0.976003226,1.066021765,0.535912938,0.921510703,1.017406717,0.977592496,0.971599792,0.979213303,0.843300288,0.947973382,0.872554951,0.890931076,0.98814994,0.569611508,0.466779363,0.965853604,1.001299044,0.941023265
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens ITIH1 PE=1 SV=3,10,0.583384615,0.963692308,0.840747331,0.879893238,0.74744898,1.442602041,1.564513018,1.155641273,2.232044199,1.127071823,1.283692308,0.951384615,1.334519573,1.263345196,1.178571429,1.077806122,0.641851495,0.678881389,0.906077348,2.508287293,0.604307692,1.022769231,0.917259786,0.859430605,0.860969388,1.082908163,1.020250723,0.669623915,1.005524862,1.027624309,0.90025255,0.144227168,1.153703883,1.182441677,0.907066868
P19823,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens ITIH2 PE=1 SV=2,10,0.56665256,0.848920863,0.814643545,1.011175337,0.893700787,1.182086614,1.566671043,1.016935801,1.099747475,0.96969697,1.271406404,0.876146142,1.503660886,1.463583815,0.904527559,0.909448819,0.669554943,0.636733622,0.789141414,1.371212121,0.599943575,0.890675695,1.111368015,0.717533719,1.220472441,0.924212598,1.02857643,0.677519583,0.679292929,0.77020202,0.753809283,0.218653048,0.9970231,1.039541573,0.861979701
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens ITIH3 PE=1 SV=2,6,,,0.62745098,1.058823529,,,0.768084174,1.16878562,1.044897959,0.979591837,,,1.343137255,1.725490196,,,0.712845243,1.050416484,0.734693878,1.093877551,,,0.950980392,0.794117647,,,1.056554143,1.110916265,1.273469388,0.604081633,0.363203109,0.856413307,0.94127235,1.110076768,0.965019911
B7ZKJ8,ITIH4,ITIH4 protein OS=Homo sapiens ITIH4 PE=1 SV=1,10,0.402143523,0.819897484,1.150442478,1.011719684,0.684238271,1.117554033,0.948837789,1.53037951,0.963909294,0.70073459,0.872087605,0.615796831,1.317866539,1.992346329,1.040063258,0.662625198,0.984607715,1.295693899,0.772916001,2.377515171,0.627446412,0.976817335,0.927529299,0.978713227,1.424881392,1.289404323,1.076712158,0.787686172,1.276908336,0.525710636,0.226517234,0.679978256,0.932985666,1.193151855,0.989180929
Q14624-2,ITIH4,Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens ITIH4,10,0.404238878,0.822717739,1.147923472,1.011665889,0.684238271,1.117554033,0.942521744,1.509153944,0.975517891,0.720652856,0.875814108,0.632188983,1.320111993,1.975268315,1.040063258,0.662625198,0.983151876,1.296758105,0.790332706,2.374764595,0.635942157,0.964676013,0.925804946,0.980401307,1.424881392,1.289404323,1.068183201,0.790706161,1.284369115,0.516635279,0.218219552,0.686207462,0.933618472,1.195107914,0.988100389
C9J2H1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens ITIH5 PE=1 SV=2,10,0.744544853,0.755565352,0.755186722,0.863070539,1.126353791,0.945848375,1.07736804,1.044107014,1.084668192,0.919908467,1.198148556,0.834912938,1.510373444,0.962655602,0.711191336,0.940433213,1.262472885,0.578452639,0.654462243,1.592677346,1.041657483,0.636103152,0.921161826,0.796680498,1.433212996,0.994584838,1.087490962,0.731742589,1.04805492,0.219679634,0.453560144,0.722200603,0.931662135,1.02457802,0.89103689
Q9Y287,ITM2B,Integral membrane protein 2B OS=Homo sapiens ITM2B PE=1 SV=1,10,1.027422303,1.054844607,0.974757282,0.951456311,0.936170213,0.978723404,0.924461343,1.098098859,0.827225131,1.137870855,1.018281536,1.1023766,0.990291262,0.966990291,0.91825308,1.088465845,1.037262357,1.190874525,1.246073298,0.537521815,1.005484461,1.109689214,0.924271845,0.912621359,0.748040314,0.759238522,0.965779468,0.952598226,1.019197208,1.064572426,0.78736315,0.353517348,0.991103031,1.009639061,0.946149304
Q9NQX7,ITM2C,Integral membrane protein 2C OS=Homo sapiens ITM2C PE=1 SV=1,10,1.068166555,1.056749496,1.091949326,1.001225991,0.967237164,1.057212714,0.93450711,0.911096063,0.940662086,0.991880075,1.100067159,1.251846877,1.066612178,0.877809563,0.984841076,1.138386308,0.919609171,0.895230725,0.931917552,0.6883198,0.887172599,0.948623237,0.928483858,0.885165509,0.841075795,1.10806846,0.925800522,1.071877721,0.685821362,0.981886321,0.763415581,0.091867742,1.002068658,0.985464041,0.926397538
Q9BY32,ITPA,Inosine triphosphate pyrophosphatase OS=Homo sapiens ITPA PE=1 SV=2,10,0.535813528,1.241622806,1.238875878,1.234192037,1.13221709,1.217667436,1.160068376,1.01757265,1.224116424,0.572141372,0.853574814,1.135244696,0.838407494,1.24824356,0.939953811,1.356235566,0.823384615,1.079247863,0.869022869,1.045322245,0.881885645,0.970675733,1.099531616,0.823185012,0.796189376,0.692840647,1.329367521,0.499418803,0.556340956,1.350519751,0.717104981,0.2303928,1.05742876,1.018863753,0.899995506
Q13572,ITPK1,Inositol-tetrakisphosphate 1-kinase OS=Homo sapiens ITPK1 PE=1 SV=2,10,1.087058824,1.010420168,0.935951379,0.884525479,0.950585838,0.970962812,1.131345802,0.905779778,0.946605645,0.883295195,1.082352941,0.929747899,0.857410005,0.866760168,1.094243505,1.028018339,0.930108283,1.069188581,0.951182304,0.770404272,0.982521008,1.168067227,0.870500234,0.942496494,0.809984717,1.017829852,0.945014766,1.097314021,0.841342487,1.019069413,0.772581301,0.977962654,0.970653092,0.95794163,0.969414022
P23677,ITPKA,Inositol-trisphosphate 3-kinase A OS=Homo sapiens ITPKA PE=1 SV=1,10,1.257845433,0.89941452,1.187651007,1.12885906,1.186021991,1.155294472,0.942511872,1.278792325,1.138180067,1.025517573,0.744496487,0.957494145,1.221208054,1.229530201,0.699804187,0.699502937,0.979498861,0.847689278,0.754935002,0.621088108,1.250468384,0.869672131,1.2,1.011275168,1.191143244,1.017321886,1.194471256,1.099417011,0.978815599,1.031776601,0.006388536,0.530525597,1.120008832,0.875524726,1.084436128
P27987,ITPKB,Inositol-trisphosphate 3-kinase B OS=Homo sapiens ITPKB PE=1 SV=5,10,0.705549442,1.003458576,0.736200717,0.744086022,0.886436782,1.04,0.866100705,0.716165836,1.124434389,1.187782805,1.344128282,1.366766232,0.798566308,0.8,1.623908046,1.186206897,0.807438351,1.280959439,1.334841629,1.350678733,0.783210187,0.832730703,0.827240143,1.041577061,0.87816092,0.928735632,0.713740287,0.832232853,1.753393665,1,0.015115682,0.601616748,0.901021527,1.189349392,0.959102145
Q14643,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens ITPR1 PE=1 SV=3",10,1.167058106,0.883066443,1.155770393,1.038791541,1.037795525,1.02332569,0.930565401,1.013423347,1.002053652,0.967911693,0.878633521,1.022927152,1.077059416,1.011399799,0.815924725,0.956827706,1.044590717,0.901288326,0.782697985,0.539853677,0.933780692,0.982258147,1.071097684,1.00592145,1.002451174,0.940697399,1.061018284,1.124275668,1.09305609,0.973944295,0.055909872,0.929349839,1.021976179,0.903120302,1.018850088
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens ITPR2 PE=1 SV=2",10,0.740688457,0.981756977,0.803081664,0.952850539,1.000892591,0.934840821,0.854386426,0.866323811,0.913308913,0.795278795,1.052014334,1.124769247,1.060708783,1.044067797,1.247247843,1.06575424,1.141259056,1.053568077,1.150997151,0.502238502,0.855576067,0.823325008,1.001540832,0.853004622,1.058613508,1.025290092,0.779683922,0.765268967,0.905168905,0.923890924,0.032837939,0.731334364,0.8843409,1.044262503,0.899136285
Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens ITPR3 PE=1 SV=2",8,1.188506748,0.971484545,,,1.101040119,1.004457652,0.970464135,1.126582278,0.960176991,0.913716814,0.922725294,1.053765781,,,1.010401189,1.016344725,1.078059072,0.563291139,0.900442478,0.524336283,0.888114933,0.891597736,,,0.895988113,0.774145617,0.983122363,0.654008439,0.935840708,0.847345133,0.106107108,0.004126215,1.02955366,0.883670745,0.85877038
Q15811,ITSN1,Intersectin-1 OS=Homo sapiens ITSN1 PE=1 SV=3,10,1.113207097,0.957687624,1.067407532,0.995004771,0.957706562,1.085240898,0.941804415,0.985290771,0.876723955,0.912511493,1.016285012,1.039948423,1.046416344,0.959196273,0.794528014,0.885655112,0.979270538,0.896187186,0.821415942,0.897941863,1.077867189,0.977721531,1.082449346,1.049671662,1.032919119,1.064639198,1.029273641,1.061071229,0.963434472,1.00700191,0.15173404,0.117879756,0.989258512,0.933684471,1.03460493
Q9NZM3,ITSN2,Intersectin-2 OS=Homo sapiens ITSN2 PE=1 SV=3,8,,,1.058184902,1.018829517,0.997067449,1.123753666,1.022424362,1.023769033,1.014947683,1.059790732,,,1.0028838,1.04461408,0.729618768,0.823460411,0.924737987,0.945145343,0.878176383,0.708520179,,,1.065988126,1.050042409,1.204692082,1.15542522,0.993632588,1.034289104,1.045590433,1.127055306,0.003662472,0.142148975,1.039845918,0.882144619,1.084589409
Q9NZM3-4,ITSN2,Isoform 4 of Intersectin-2 OS=Homo sapiens ITSN2,10,0.907524537,0.928462377,1.066330209,1.025234319,0.997067449,1.123753666,1.022424362,1.023769033,1.014947683,1.059790732,0.870229008,0.94525627,1.015861572,1.050108147,0.729618768,0.823460411,0.924737987,0.945145343,0.878176383,0.708520179,1.047982552,0.998037077,1.06777217,1.029920692,1.204692082,1.15542522,0.993632588,1.034289104,1.045590433,1.127055306,0.005567487,0.088949688,1.016930437,0.889111407,1.070439723
A0A0A0MT83,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens IVD PE=1 SV=1",10,1.130755228,0.939661679,0.963483146,0.871067416,1.112342046,1.217933183,0.892794913,1.049613304,1.023716814,0.913982301,1.206944013,0.964436354,0.981179775,1.042977528,1.027869136,1.049333564,1.162901599,0.944700883,0.785132743,1.229734513,1.135017538,0.800603827,0.94241573,0.869382022,0.941319024,0.99255669,0.628618592,0.844679485,1.086017699,1.167433628,0.623047844,0.2805005,1.011535003,1.039521011,0.940804424
Q96ST2,IWS1,Protein IWS1 homolog OS=Homo sapiens IWS1 PE=1 SV=2,8,,,0.670807453,0.565217391,1.080578512,0.960743802,1.029432879,0.914572864,1.140740741,1.57037037,,,0.571428571,0.770186335,1.190082645,1.012396694,0.994974874,1.231873654,1.62962963,1.585185185,,,0.614906832,0.534161491,0.960743802,0.904958678,1.012203877,1.015075377,0.725925926,1.244444444,0.449288834,0.414517094,0.991558002,1.123219699,0.876552553
B4DUA7,IXL,Intersex-like (Drosophila) OS=Homo sapiens IXL PE=1 SV=1,6,,,0.638743455,0.910994764,0.591065292,0.797250859,1.009856631,1.129928315,,,,,0.869109948,0.471204188,1.23024055,0.70790378,1.027777778,1.051971326,,,,,0.806282723,0.764397906,0.927835052,1.037800687,1.032258065,1.206989247,,,0.746256614,0.311593065,0.846306553,0.893034595,0.962593946
Q8N5M9,JAGN1,Protein jagunal homolog 1 OS=Homo sapiens JAGN1 PE=1 SV=1,10,0.949162504,0.992065824,1.070321812,0.793802145,1.241666667,1.004166667,0.817289844,1.060726598,1.072916667,1.140625,1.031442845,0.929180135,0.891537545,0.886769964,0.85,0.829166667,1.019888624,1.08353222,0.90625,0.4375,0.881575081,1.126652953,0.774731824,0.796185936,1.004166667,1.0125,0.963670114,1.040572792,0.994791667,0.958333333,0.089104033,0.301072153,1.014274373,0.8865268,0.955318037
A0A087WY88,JAGN1,Protein jagunal homolog 1 OS=Homo sapiens JAGN1 PE=1 SV=1,10,0.949162504,0.992065824,1.070321812,0.793802145,1.241666667,1.004166667,0.85,1.064761905,1.072916667,1.140625,1.031442845,0.929180135,0.891537545,0.886769964,0.85,0.829166667,1.03047619,1.070952381,0.90625,0.4375,0.881575081,1.126652953,0.774731824,0.796185936,1.004166667,1.0125,0.988571429,1.038095238,0.994791667,0.958333333,0.07644491,0.28035688,1.017948919,0.886327573,0.957560413
P23458,JAK1,Tyrosine-protein kinase JAK1 OS=Homo sapiens JAK1 PE=1 SV=2,10,0.678526804,0.907003034,0.992133727,0.887905605,1.057573074,0.875110717,0.986000691,0.920843415,0.864383562,0.784931507,1.153804962,1.097875885,0.910521141,0.986234022,1.429583702,1.007971656,0.935534048,1.084860007,1.189041096,0.394520548,0.920449813,0.923305765,0.802359882,0.784660767,1.002657219,0.827280779,0.947113723,0.967680608,0.936986301,0.915068493,0.190234106,0.861277647,0.895441214,1.018994707,0.902756335
Q96N16-2,JAKMIP1,Isoform 2 of Janus kinase and microtubule-interacting protein 1 OS=Homo sapiens JAKMIP1,10,1.205611998,0.795355588,1.183970856,1.078324226,1.155313351,1.177111717,1.015217805,1.066197451,0.739805825,1.12038835,1.023705854,1.044992743,1.017607772,1.052823315,1.008174387,1.051771117,0.947118128,0.805592543,0.85631068,1.083495146,1.057571359,0.93081761,1.068609593,0.978749241,1.095367847,1.051771117,0.946167015,0.885295796,0.86407767,1.001941748,0.288010233,0.266774347,1.053729717,0.989159168,0.9880369
Q96AA8-3,JAKMIP2,Isoform 3 of Janus kinase and microtubule-interacting protein 2 OS=Homo sapiens JAKMIP2,10,1.094462541,1.019794538,0.966143683,0.901734104,1.11739503,1.024850043,1.077391996,0.973495892,1.118032787,1.02295082,1.041844149,1.081433225,0.944673823,0.876961189,1.144815767,1.002570694,0.774980122,1.07606679,0.914754098,0.91147541,1.003257329,0.938110749,1.027250206,0.909991742,1.002570694,1.086546701,0.918102306,0.916247018,1.045901639,1.009836066,0.21039421,0.140945834,1.031625143,0.976957527,0.985781445
Q5VZ66,JAKMIP3,Janus kinase and microtubule-interacting protein 3 OS=Homo sapiens JAKMIP3 PE=2 SV=2,10,1.045840923,1.033545841,1.115316901,1.153169014,0.879581152,0.694907187,1.131981601,1.008917676,1.070374574,1.162315551,0.958864602,0.995901639,0.86443662,0.985915493,1.42789148,0.789148025,0.918614475,1.042617103,1.045402951,0.774120318,0.947480267,1.132969035,1.139964789,1.106514085,0.767253689,0.826273203,1.039050033,1.021496292,0.96708286,1.080590238,0.513790937,0.665515879,1.029595042,0.980291271,1.002867449
P57087,JAM2,Junctional adhesion molecule B OS=Homo sapiens JAM2 PE=1 SV=1,10,1.200493827,0.89654321,0.835784314,0.930147059,0.888389513,1.009737828,1.10141706,1.061961656,1.072735805,1.142186767,0.972839506,0.968395062,0.904411765,0.973039216,0.909363296,0.949812734,1.01046587,0.880429749,0.995776631,0.85593618,0.968888889,0.967160494,0.773284314,0.948529412,0.9917603,0.924344569,1.050662221,1.040474206,1.127170343,1.148756452,0.102252906,0.703635219,1.013939704,0.942047001,0.99410312
Q9BX67,JAM3,Junctional adhesion molecule C OS=Homo sapiens JAM3 PE=1 SV=1,10,0.731489435,1.428964096,0.977272727,0.651069519,0.740740741,0.672640382,1.558958652,0.775852341,0.639908257,1.573394495,1.155815152,0.890225047,0.540106952,0.528074866,1.23655914,1.105137395,0.851132425,1.633593939,1.883027523,1.228211009,0.593368837,1.196014431,0.70855615,1.050802139,0.665471924,0.780167264,0.713468203,0.815829774,0.861238532,0.946100917,0.488590853,0.312483197,0.975029065,1.105188345,0.833101817
P0C870,JMJD7,JmjC domain-containing protein 7 OS=Homo sapiens JMJD7 PE=2 SV=1,10,0.935010482,1.05520615,0.961212662,0.852429782,1.057142857,0.724675325,3.181243629,2.18756371,0.56097561,1.079268293,0.990915444,1.099930119,1.033437361,1.022737405,1.007792208,0.833766234,0.956982671,1.093170234,0.87195122,0.792682927,1.01048218,0.967155835,0.940704414,1.028979046,0.831168831,0.672727273,0.871355759,0.890519878,1.030487805,0.957317073,0.27376758,0.202019526,1.25947285,0.970336582,0.920089809
